Company ID,Client Status,Vertical Description,Group Description,Deal Type,Business Group,Enhanced Life Stage,Enhanced Lifestage Reason,State  ,Equity Raised To Date 
2549,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MN,"$41,589K"
2551,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,MA,"$488,568K"
2552,Former Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$124,000K"
2553,Former Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$14,350K"
2553,Client,CleanTech,commercial transportation,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$545,000K"
2558,Non-Client,Life Sciences,healthcare technology systems,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$66,010K"
2576,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,NC,"$128,409K"
2585,Non-Client,LOHAS & Wellness,healthcare devices and supplies,IPO,LifeSci,Large Corporate,EXIT - IPO Event,NH,"$281,332K"
2590,Former Client,,,IPO, ,Large Corporate,EXIT - IPO Event,CA,
2594,Client,FinTech,software,IPO,Tech,Large Corporate,EXIT - IPO Event,CO,"$437,500K"
2718,Former Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,FL,"$9,156K"
2720,Non-Client,TMT,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$33,900K"
2724,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,WA,"$17,226K"
2726,Client,Advanced Manufacturing,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,GA,"$12,025K"
2726,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,CRM - Later Stage,MA,"$974,507K"
2727,Non-Client,TMT,commercial products,Later Stage VC,Non,Large Corporate,Same,OR,"$83,200K"
2731,Non-Client,Virtual Reality,consumer durables,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$208,088K"
2734,Non-Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$5,016K"
2735,Non-Client,,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,NJ,"$144,438K"
2736,Client,,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$51,977K"
2742,Non-Client,Robotics and Drones,commercial products,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,PA,"$61,116K"
2742,Client,TMT,commercial services,Later Stage VC,Tech,Large Corporate,Same,NE,"$163,854K"
2744,Client,E-Commerce,retail,Later Stage VC,Tech,Large Corporate,Same,CA,"$295,000K"
2744,Client,Cybersecurity,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$57,910K"
2745,Non-Client,Big Data,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$125,000K"
2746,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$11,930K"
2749,Non-Client,CleanTech,energy equipment,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$132,105K"
2749,Non-Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$108,925K"
2750,Non-Client,LOHAS & Wellness,consumer non-durables,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CO,"$39,249K"
2750,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,IN,"$15,500K"
2752,Non-Client,Cybersecurity,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$28,072K"
2755,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,NY,"$34,200K"
2755,Client,Mobile,media,IPO,Tech,Large Corporate,Same,CA,"$576,932K"
2755,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MI,"$5,970K"
2755,Non-Client,Cybersecurity,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$112,235K"
2756,Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$54,338K"
2758,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$20,000K"
2760,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$152,975K"
2761,Non-Client,CleanTech,transportation,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$267,071K"
2762,Client,Cybersecurity,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$358,247K"
2763,Non-Client,TMT,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,GA,"$22,279K"
2764,Former Client,FinTech,software,IPO,Tech,Large Corporate,Same,CA,"$564,393K"
2765,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$57,765K"
2765,Client,Big Data,commercial services,Later Stage VC,Tech,Large Corporate,Same,NY,"$75,896K"
2766,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$16,450K"
2766,Non-Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,Same,NC,"$4,500K"
2767,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$169,710K"
2767,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CT,"$18,461K"
2770,Non-Client,HealthTech,healthcare technology systems,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$653,500K"
2771,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,LA,"$24,497K"
2772,Client,TMT,computer hardware,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$245,500K"
2773,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$59,273K"
2776,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$118,262K"
2777,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$40,210K"
2777,Non-Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$91,159K"
2778,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$38,198K"
2779,Non-Client,SaaS,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,WA,"$4,298K"
2779,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$26,447K"
2781,Former Client,Cybersecurity,commercial services,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$40,650K"
2783,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$141,550K"
2783,Client,CleanTech,semiconductors,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NC,"$189,493K"
2783,Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$89,600K"
2785,Client,FemTech,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$190,886K"
2785,Client,Mobile,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,MA,"$25,249K"
2788,Non-Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$209,417K"
2788,Non-Client,InsurTech,software,Early Stage VC,Tech,Large Corporate,Same,WA,"$1,300K"
2788,Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$117,800K"
2789,Client,Life Sciences,software,Later Stage VC,LifeSci,Mid/Late/Corp,Moody - $5-75MM,CA,"$49,230K"
2789,Non-Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,PA,"$22,569K"
2789,Non-Client,Life Sciences,healthcare services,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,TN,"$44,247K"
2789,Non-Client,HealthTech,healthcare technology systems,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$48,206K"
2790,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CT,"$10,300K"
2790,Former Client,HealthTech,healthcare services,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,TX,"$129,972K"
2791,Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$218,770K"
2793,Client,SaaS,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,MA,"$24,000K"
2794,Former Client,SaaS,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$117,935K"
2795,Non-Client,TMT,media,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,GA,"$82,613K"
2796,Non-Client,Impact Investing,media,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$18,825K"
2798,Former Client,CleanTech,energy services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,IL,"$502,950K"
2800,Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$22,380K"
2800,Client,Big Data,computer hardware,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$203,310K"
2804,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$160,999K"
2804,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,NY,"$23,782K"
2805,Non-Client,SaaS,healthcare devices and supplies,Early Stage VC,LifeSci,Early Stage,PB - Early Stage >=$4MM,NY,"$7,750K"
2806,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$213,512K"
2806,Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,Moody - $5-75MM,CA,"$45,416K"
2807,Former Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,VA,"$11,500K"
2807,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,NJ,"$134,959K"
2807,Client,SaaS,computer hardware,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$161,000K"
2808,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$48,740K"
2811,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$92,947K"
2816,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$28,023K"
2817,Non-Client,Mobile,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$177,162K"
2818,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,MN,"$28,470K"
2818,Client,E-Commerce,transportation,IPO,Tech,Large Corporate,Same,CA,"$28,538,064K"
2819,Non-Client,HealthTech,healthcare technology systems,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,NC,"$20,043K"
2821,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$4,109K"
2822,Client,Cybersecurity,software,Early Stage VC,Tech,Early Stage,PB - Early Stage >=$4MM,NY,"$15,800K"
2822,Former Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$23,109K"
2824,Client,CleanTech,energy services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$558,367K"
2824,Former Client,CleanTech,commercial services,Early Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$12,511K"
2824,Former Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$75,760K"
2825,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,IL,"$5,574K"
2825,Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,IN,"$56,713K"
2826,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,PA,"$92,583K"
2826,Client,LOHAS & Wellness,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$313,445K"
2827,Client,SaaS,it services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,WA,"$119,450K"
2828,Client,CleanTech,energy services,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$106,900K"
2829,Former Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,TX,"$52,215K"
2829,Client,AdTech,commercial services,Later Stage VC,Tech,Large Corporate,Same,NY,"$89,000K"
2830,Client,,healthcare technology systems,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MN,"$150,316K"
2831,Non-Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CO,"$50,985K"
2834,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$40,720K"
2835,Former Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$130,000K"
2836,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$82,863K"
2837,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,NJ,"$6,500K"
2841,Non-Client,,healthcare services,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,UT,"$14,770K"
2841,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,MA,"$247,298K"
2843,Non-Client,Manufacturing,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$77,850K"
2844,Client,Big Data,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$46,667K"
2847,Client,TMT,healthcare devices and supplies,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$29,826K"
2848,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$184,246K"
2848,Former Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$107,755K"
2849,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,VA,"$24,147K"
2850,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$35,145K"
2850,Client,Mobile,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$424,655K"
2851,Non-Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MI,"$73,045K"
2852,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,Same,MA,"$461,127K"
2852,Former Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$14,417K"
2854,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$94,145K"
2855,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$84,275K"
2856,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,OR,"$114,781K"
2857,Non-Client,Nanotechnology,semiconductors,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MD,"$47,564K"
2859,Former Client,,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MN,"$123,050K"
2859,Former Client,Big Data,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,IN,"$108,571K"
2861,Client,Life Sciences,healthcare devices and supplies,IPO,LifeSci,Large Corporate,EXIT - IPO Event,MN,"$279,757K"
2861,Client,Big Data,software,IPO,Tech,Large Corporate,Same,CA,"$651,811K"
2862,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CT,"$18,941K"
2862,Client,Internet of Things,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$34,675K"
2863,Non-Client,CleanTech,energy equipment,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$386,847K"
2863,Non-Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$7,849K"
2865,Non-Client,FinTech,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MD,"$64,538K"
2865,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,Same,OR,"$150,000K"
2868,Non-Client,FinTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$28,336K"
2870,Former Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$192,764K"
2871,Former Client,Mobile,media,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$286,120K"
2873,Client,SaaS,software,IPO,Tech,Large Corporate,Same,UT,"$948,583K"
2874,Non-Client,Manufacturing,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,OH,"$37,777K"
2874,Non-Client,Cybersecurity,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,UT,"$13,572K"
2874,Client,HealthTech,healthcare devices and supplies,IPO,LifeSci,Large Corporate,EXIT - IPO Event,CA,"$248,576K"
2875,Non-Client,CleanTech,"exploration, production and refining",Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,PA,"$12,000K"
2875,Client,SaaS,healthcare technology systems,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,MA,"$95,834K"
2877,Former Client,Life Sciences,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,WA,"$122,850K"
2878,Client,Cybersecurity,software,Later Stage VC,Tech,Large Corporate,Same,CA,"$138,530K"
2880,Former Client,Life Sciences,consumer non-durables,Later Stage VC,LifeSci,Mid/Late/Corp,PB - Later Stage <$50MM,CA,"$22,500K"
2880,Non-Client,,containers and packaging,Later Stage VC,Non,Mid/Late/Corp,PB - Later Stage <$50MM,TX,"$9,914K"
2881,Former Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,NY,"$109,535K"
2886,Non-Client,EdTech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,MA,"$19,859K"
2886,Client,Marketing Tech,software,Later Stage VC,Tech,Mid/Late/Corp,Moody - $5-75MM,UT,"$28,513K"
2887,Non-Client,Robotics and Drones,computer hardware,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,UT,"$45,500K"
2887,Client,SaaS,software,Later Stage VC,Tech,Large Corporate,PB - Later Stage >=$50MM,CA,"$155,469K"
2888,Former Client,HR Tech,software,Later Stage VC,Tech,Mid/Late/Corp,PB - Later Stage <$50MM,VA,"$15,304K"
2888,Client,Wearables & Quantified Self,healthcare devices and supplies,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,MA,"$129,309K"
2889,Client,Life Sciences,pharmaceuticals and biotechnology,IPO,LifeSci,Large Corporate,EXIT - IPO Event,MA,"$211,494K"
2889,Client,Life Sciences,pharmaceuticals and biotechnology,Later Stage VC,LifeSci,Large Corporate,PB - Later Stage >=$50MM,CA,"$223,383K"
